college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived
1-44644706192,BENEDICTINE ACADEMY,"Bangalore University, Bengaluru",Private-Self Financing,Private,Karnataka,Bangalore Urban,BANGALORE URBAN,ASIRVANAM ANCHEPALYA KUMBALAGODU POST,,,,AICTE Approved,Under Graduate,Bba; Bca,220,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642893259,EAST WEST INSTITUTE OF TECHNOLOGY,"VisvesvarayaÂ Technological University, Belgaum",Private-Self Financing,Private,Karnataka,Bangalore Urban,BANGALORE URBAN,"SY. NO.63, OFF MAGADI MAIN ROAD, VISHWANEEDAM POST",,,,AICTE Approved,Integrated; Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Artificial Intelligence And Machine Learning; Bba/Mba; Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Internet Of Things And Cyber Security Including Block Chain Techno; Digital Electronics; Electrical And Electronics Engineering; Electronics & Communication Engg,1356,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644538255,GOVERNMENT FIRST GRADE COLLEGE,RAICHUR UNIVERSITY,Government,Government,Karnataka,Yadgir,YADGIR,B B ROAD NEAR NEW THAHASEL OFFICE SHAHAPUR,,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644402974,SPURTHY COLLEGE OF SCIENCE AND MANAGEMENT STUDIES,"Bangalore University, Bengaluru",Private-Self Financing,Private,Karnataka,Bangalore Urban,BANGALORE URBAN,"#328,MARASUR GATE",,,,AICTE Approved,Under Graduate,Bba; Bca,250,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644070930,KARNATAK LAW SOCIETY BCA COLLEGE HALIYAL,"Karnatak University, Dharwad",Private-Self Financing,Private,Karnataka,Uttara Kannada,UTTARA KANNADA,UDYOG VIDYA NAGAR DANDELI ROAD HALIYAL 581329 KARNATAKA,,,,AICTE Approved,Under Graduate,Bca,85,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644496319,SRI KRISHNA RUKMINI FIRST GRADE COLLEGE,Bangalore North University,Private-Self Financing,Private,Karnataka,Chikaballapur,CHIKABALLAPUR,"NO. 40C , INDUSTRIAL AREA, RAILWAY GATE",,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643695007,CHANNABASAVESHWARA INSTITUTE OF TECHNOLOGY,"VisvesvarayaÂ Technological University, Belgaum",Private-Self Financing,Private,Karnataka,Tumkur,TUMKUR,"NH 206 (BH ROAD), GUBBI, TUMKUR. KARNATAKA",,,,AICTE Approved,Diploma; Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Bca; Civil Engineering; Computer Science And Engineering; Electrical And Electronics Engineering; Electronics; Electronics & Communication Engg; Information Science And Engineering; Mba; Mca,981,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644477175,GOVERNMENT FIRST GRADE EVENING COLLEGE,Kuvempu university,Government,Government,Karnataka,Shimoga,SHIMOGA,BAPUJINAGARA  BEHIND BEO OFFICE,,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644901662,GOVERNMENT FIRST GRADE COLLEGE KOLAR GOLD FIELDS,Bangalore North University,Government,Government,Karnataka,Kolar,KOLAR,"RAJIVGANDHI LAYOUT, ROBERTSONPET, K.G.F",,,,AICTE Approved,Under Graduate,Bba; Bca,200,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638686172,YENEPOYA DEEMED TO BE UNIVERSITY,"Yenepoya University,  Mangalore",Deemed to be University(Pvt),Private,Karnataka,Dakshina Kannada,DAKSHINA KANNADA,UNIVERSITY ROAD DERALAKATTE,,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Machine Learning; Bba; Bca; Communication Design; Computer Engineering (Software Engineering); Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Cyber Security); Computer Science And Engineering (Data Science); Computer Science And Information Technology,15320,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644919522,SAPIENT COLLEGE OF COMMERCE AND MANAGEMENT,"Mysore University, Mysore",Private-Self Financing,Private,Karnataka,Mysore,MYSORE,"#763/764, METAGALLI EXTENSION, BEFORE KRS RING ROAD JUNCTION, MYSORE-570016",,,,AICTE Approved,Under Graduate,Bba; Bca,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44766775524,TTL COLLEGE OF BUSINESS MANAGEMENT,Mysore University,Private-Self Financing,Private,Karnataka,Mysore,MYSORE,2899/2 I MAIN ROAD SARASWATHIPURAM MYSURU,,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641722984,"NAVODAYA INSTITUTE OF TECHNOLOGY, RAICHIUR.","VisvesvarayaÂ Technological University, Belgaum",Private-Self Financing,Private,Karnataka,Raichur,RAICHUR,"NAVODAYA NAGAR, MANATRALAYAM ROAD, RAICHUR",,,,AICTE Approved,Post Graduate; Under Graduate,Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Digital Communications And Networking; Electrical And Electronics Engineering; Electronics & Communication Engg; Mechanical Engineering; Thermal Power Engineering,507,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642935954,HIRASUGAR INSTIUTE OF TECHNOLOGY,"VisvesvarayaÂ Technological University, Belgaum",Private-Self Financing,Private,Karnataka,Belgaum,BELGAUM,NIDAOSHI TALUKA: HUKERI DISTRICT: BELGAUM STATE: KARNATAKA,,,,AICTE Approved,Under Graduate,Computer Science And Engineering; Electrical And Electronics Engineering; Electronics And Communications Engineering; Mechanical Engineering,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44753889253,VEDA DEGREE COLLEGE,Davangere University,Private-Self Financing,Private,Karnataka,Chitradurga,CHITRADURGA,HIRIYUR - BELLARY HIGHWAY,,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644420454,RBANMS FIRST GRADE COLLEGE,Bengaluru City University,Govt aided,Government,Karnataka,Bangalore Urban,BANGALORE URBAN,"#12, ANNASWAMY MUDALIAR ROAD",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643062201,SHUSHRUTI INSTITUTE OF MANAGEMENT STUDIES,"Bangalore University, Bengaluru",Private-Self Financing,Private,Karnataka,Bangalore Urban,BANGALORE URBAN,"#68, SHUSHRUTI NAGAR, ANDRAHALLI MAIN ROAD, PEENYA II STAGE",,,,AICTE Approved,Post Graduate,Mba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644668893,GVPP GOVERNMEMENT FIRST GRADE COLLEGE,Vijayanagara Sri Krishnadevaraya University Ballari,Government,Government,Karnataka,Vijayanagara,VIJAYANAGARA,GVPP GOVERNMEMENT FIRST GRADE COLLEGE HAGARIBOMMANAHALLI,,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644479783,SKVMS GOVT FIRST GRADE COLLEGE KUNDAPURA KOTESHWARA,"Mangalore University, Mangalore",Government,Government,Karnataka,Udupi,UDUPI,"SKVMS GOVT FIRST GRADE COLLEGE, HALADI ROAD, KUNDAPURA POST KOTESHWARA,",,,,AICTE Approved,Under Graduate,Bba; Bca,100,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644504837,BEL FIRST GRADE COLLEGE,Bangalore Central University,Private-Self Financing,Private,Karnataka,Bangalore Urban,BANGALORE URBAN,"BEL CAMPUS, JALAHALLI",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644796650,IDEAL COLLEGE OF ARTS AND SCIENCE KUTTIADI,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Kozhikode,KOZHIKODE,CHANGAROTH POST  KUNNASSERY 673528 PIN KOZHIKODE DISTRICT,,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644440123,AL AZHAR COLLEGE OF ARTS AND SCIENCE,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Idukki,IDUKKI,PERUMPILLICHIRA P O,,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Mba; Mca,600,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44638709074,BISHOP JEROME INSTITUTE,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Kollam,KOLLAM,"FATIMA COLLEGE ROAD, KOLLAM - 691001",,,,AICTE Approved,Post Graduate; Under Graduate,Civil Engineering; Computer Science & Engineering; Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Data Science); Electrical And Electronics Engineering; Electronics And Communication Engineering; Mba; Mechanical Engineering,390,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644439814,HOLY CROSS COLLEGE OF MANAGEMENT AND TECHNOLOGY,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Idukki,IDUKKI,HOLY CROSS COLLEGE OF MANAGEMENT AND TECHNOLOGY PUTTADY,,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644499763,ILAHIYA ARTS AND SCIENCE COLLEGE CHELIYA,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Kozhikode,KOZHIKODE,"CHELIYA,CHENGOTTUKAVU",,,,AICTE Approved,Under Graduate,Bba; Bca,66,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644412513,MOHAMMED ALI SHIHAB THANGAL MEMORIAL ARTS AND SCIENCE COLLEGE,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Malappuram,MALAPPURAM,POOPALAM PERINTHALMANNA VALAMBOOR PO,,,,AICTE Approved,Under Graduate,Bba,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644459938,KUNIYA COLLEGE OF ARTS AND SCIENCE,"Kannur University, Kannur",Private-Self Financing,Private,Kerala,Kasaragod,KASARAGOD,"KUNIYA, PERIYA P.O., KASARAGOD",,,,AICTE Approved,Under Graduate,Bba,25,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644834893,LIONS EDUCATIONAL TRUST COLLEGE,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Palakkad,PALAKKAD,"MANALIPPADAM,MUDAPPALLUR,PALAKKAD",,,,AICTE Approved,Under Graduate,Bba,45,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644357771,COLLEGE OF APPLIED SCIENCE MALAMPUZHA,"University of Calicut, Calicut,",Government,Government,Kerala,Palakkad,PALAKKAD,"COLLEGE OF APPLIED SCIENCE MALAMPUZHA, CHEMMANKADU,KOTTEKKAD PO",,,,AICTE Approved,Under Graduate,Bba,30,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44923937753,COLLEGE OF APPLIED SCIENCE CHEEMENI,"Kannur University, Kannur",Government,Government,Kerala,Kasaragod,KASARAGOD,"COLLRGE OF APPLIED SCIENCE CHEEMENI, PALLIPPARA, PETTIKUNDU (PO), CHEREUVATHUR",,,,AICTE Approved,Under Graduate,Bba; Bca,65,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642746607,SREE CHITRA THIRUNAL COLLEGE OF ENGINEERING,"APJ Abdul Kalam Technological University, Kerala",Government,Government,Kerala,Thiruvananthapuram,THIRUVANANTHAPURAM,PAPPANAMCODE THIRUVANANTHAPURAM,,,,AICTE Approved,Post Graduate; Under Graduate,Automotive Electronics; Biotechnology And Biochemical Engineering; Computer Science And Engineering; Computer Science And Engineering(Artificial Intelligence And Machine Learning); Electronics And Communications Engineering; Machine Design; Mechanical Engineering; Mechanical Engineering (Automobile),606,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643003812,VALIA KOONAMBAIKULATHAMMA COLLEGE OF ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Thiruvananthapuram,THIRUVANANTHAPURAM,"CHAVARCODE,PARIPPALLY THIRUVANANTHAPURAM KERALA STATE",,,,AICTE Approved,Under Graduate,Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Cyber Security); Electrical And Electronics Engineering; Electronics & Communication Engg; Mechanical Engineering,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644686464,ST MARYS COLLEGE FOR WOMEN,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Pathanamthitta,PATHANAMTHITTA,ST.MARY'S COLLEGE FOR WOMEN PALIAKARA,,,,AICTE Approved,Under Graduate,Bba; Bca,80,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644865446,SAQAFATH INSTITUTE OF ADVANCED STUDIES UMMATHUR,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Kozhikode,KOZHIKODE,"UMMATHUR, PARAKKADAVU, KOZHIKODE, KERALA, INDIA, PIN 673509",,,,AICTE Approved,Under Graduate,Bba,30,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644845932,SREE GOKULAM ARTS AND SCIENCE COLLEGE BALUSSERY,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Kozhikode,KOZHIKODE,SREE GOKULAM ARTS AND SCIENCE COLLEGE BALUSSERY,,,,AICTE Approved,Under Graduate,Bca,24,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644566328,H.M ARTS AND SCIENCE COLLEGE,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Ernakulam,ERNAKULAM,RANDARKARA,,,,AICTE Approved,Under Graduate,Bba; Bca,100,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644387583,ST. ALOYSIUS COLLEGE,"University of Calicut, Calicut,",Govt aided,Government,Kerala,Thrissur,THRISSUR,ELTHURUTH,,,,AICTE Approved,Under Graduate,Bba,70,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641525184,"COLLEGE OF ENGINEERING, PATHANAPURAM","APJ Abdul Kalam Technological University, Kerala",Government,Government,Kerala,Kollam,KOLLAM,"ELIKATTOOR P.O., PIRAVANTHOOR KOLLAM - 689 696",,,,AICTE Approved,Diploma; Under Graduate,Civil Engineering; Computer Science & Engineering; Electrical And Electronics Engineering; Electronics And Communication Engineering; Mechanical Engineering; Robotic Process Automation,360,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641749138,MARIAN COLLEGE KUTTIKKANAM,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Idukki,IDUKKI,KUTTIKKANAM P.O KUTTIKKNAM PEERMADE IDUKKI DIST.,,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Masters In Computer Applications; Mba,480,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642131122,KMCT COLLEGE OF ENGINEERING FOR WOMEN,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Kozhikode,KOZHIKODE,THAZHEKODE VILLAGE MANASSERY POST MUKKAM KOZHIKODE KERALA,,,,AICTE Approved,Post Graduate; Under Graduate,Biomedical Engineering; Civil Engineering; Computer Science & Engineering; Electronics And Communications Engineering; Environmental Engineering; Information Technology,273,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642387942,SREE NARAYANA GURU MEMORIAL CATERING COLLEGE,"Kerala University, Thiruvananthapuram",Private-Self Financing,Private,Kerala,Alappuzha,ALAPPUZHA,VALAMANGALAM SOUTH POST THURAVOOR CHERTHALA ALAPPUZHA KERALA 688532,,,,AICTE Approved,Under Graduate,Hotel Management And Catering Technology,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641906623,NEHRU COLLEGE OF ENGINEERING AND RESEARCH CENTRE,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Thrissur,THRISSUR,"PAMPADY,THIRUVILWAMALA,THRISSUR,KERALA",,,,AICTE Approved,Post Graduate; Under Graduate,Computer Science & Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Cyber Security; Electrical And Computer Engineering; Electronics & Communication Engg; Energy Systems; Masters In Computer Applications; Mba; Mechanical Engineering (Industry Integrated),594,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644566628,AZHARUL ULOOM COLLEGE OF ARTS AND SCIENCE,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Ernakulam,ERNAKULAM,"AZHAR NAGAR, MARAMPALLY PO, ALUVA",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44640989369,VIDYA ACADEMY OF SCIENCE & TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Thrissur,THRISSUR,KURUMAL THALAKKOTTUKARA P O THRISSUR PIN CODE- 680501 KERALA,,,,AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Machine Learning; Civil Engineering; Computer Science And Engineering; Electrical And Electronics Engineering; Electronics & Communication Engg; Embedded Systems; Masters In Computer Applications; Mechanical Engineering; Structural Engineering,618,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44637281589,CHINMAYA VISHWAVIDYAPEETH,Chinmaya Vishwavidyapeeth,Private-Self Financing,Private,Kerala,Ernakulam,ERNAKULAM,"CVV-IST, PERIYAPPURAM, ONAKKOOR VILLAGE, ONAKKOOR P.O.,",,,,AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Artificial Intelligence); Computer Science And Engineering (Cyber Security); Computer Science And Engineering (Data Science); Electronics And Communications Engineering; Mba (General); Mechanical Engineering,1260,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644336485,BISHOP SPEECHLY COLLEGE FOR ADVANCED STUDIES,"Mahatma Gandhi University, Kottayam",Private-Self Financing,Private,Kerala,Kottayam,KOTTAYAM,"BUCHANAN CAMPUS, PALLOM",,,,AICTE Approved,Under Graduate,Bca,70,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644411518,SNES KALYANI COLLEGE,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Palakkad,PALAKKAD,KOTTAPPURAM POST KARIMPUZHA,,,,AICTE Approved,Under Graduate,Bba,30,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644139765,BASELIOS POULOSE II CATHOLIOS COLLEGE,"Mahatma Gandhi University, Kottayam",Govt aided,Government,Kerala,Ernakulam,ERNAKULAM,"BASELIOS MOUNT, MULAKKULAM NORTH P O, PIRAVOM",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642390663,MAR BASELIOS COLLEGE OF ENGINEERING AND TECHNOLOGY,"APJ Abdul Kalam Technological University, Kerala",Private-Self Financing,Private,Kerala,Thiruvananthapuram,THIRUVANANTHAPURAM,BETHANY HILLS NALANCHIRA THIRUVANANTHAPURAM PIN CODE-695015,,,,AICTE Approved,Post Graduate; Under Graduate,Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence); Electrical And Computer Engineering; Electrical And Electronics Engineering; Electronics & Communication Engg; Environmental Science And Engineering; Iot And Sensor Systems; Machine Design; Mechanical Engineering,747,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644487861,NALANDA COLLEGE OF ARTS AND SCIENCE PERLA,"Kannur University, Kannur",Private-Self Financing,Private,Kerala,Kasaragod,KASARAGOD,NEAR CHECK POST PERLA,,,,AICTE Approved,Under Graduate,Bba,40,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44643918341,M E S COLLEGE MARAMPALLY,"Mahatma Gandhi University, Kottayam",Govt aided,Government,Kerala,Ernakulam,ERNAKULAM,"MARAMPALLY P O, MARAMPALLY",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44642376739,GOVERNMENT ENGINEERING COLLEGE IDUKKI,"APJ Abdul Kalam Technological University, Kerala",Government,Government,Kerala,Idukki,IDUKKI,PAINAVU PO IDUKKI DISTRICT KERALA INDIA,,,,AICTE Approved,Post Graduate; Under Graduate,Computer Science And Engineering; Computer Science And Systems Engineering; Electrical And Electronics Engineering; Electronics & Communication Engg; Information Technology; Mechanical Engineering; Network Engineering; Power Electronics And Control; Robotics And Artificial Intelligence; Vlsi And Embedded Systems,402,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644355854,CHRIST COLLEGE IRINJALAKUDA,"University of Calicut, Calicut,",Govt aided,Government,Kerala,Thrissur,THRISSUR,"CHRIST COLLEGE IRINJALAKUDA, IRINJALAKUDA NORTH",,,,AICTE Approved,Under Graduate,Bba; Bca,240,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44644336150,SREE NARAYANA COLLEGE OF TECHNOLOGY,"Kerala University, Thiruvananthapuram",Private-Self Financing,Private,Kerala,Kollam,KOLLAM,"VADAKKEVILA, NEAR AYATHIL BYE PASS",,,,AICTE Approved,Under Graduate,Bca,60,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44753584536,MOR IVANIAN COLLEGE,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Palakkad,PALAKKAD,"THENIDUKKU, VADAKKENCHERRY",,,,AICTE Approved,Under Graduate,Bba; Bca,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
1-44641855820,ELIJAH INSTITUTE OF MANAGEMENT STUDIES,"University of Calicut, Calicut,",Private-Self Financing,Private,Kerala,Thrissur,THRISSUR,"ST.MARY'S STREET,PONGANAMKADU KURICHIKKARA P.O,THRISSUR-680028",,,,AICTE Approved,Post Graduate,Mba,120,,,,,,,,,,,,,,Contact College,,,AICTE Official Institutional Disclosures,2021,,,,,,,,,,,,,,,,https://www.aicte-india.org,False,Medium,False
