college_id,college_name,university_name,institution_type,ownership,state,city,district,address,latitude,longitude,established_year,accreditation,degrees,branches,total_approved_intake,faculty_count,student_count,student_faculty_ratio,placement_rate,median_package_lpa,average_package_lpa,highest_package_lpa,placed_students_count,graduated_students_count,higher_studies_rate,tuition_fee_annual,hostel_fee_annual,estimated_total_cost_annual,hostel_available,pcs_accessibility_score,distance_to_major_city_km,data_source,data_year,academic_indicators,recruiting_companies,internship_information,scholarship_information,campus_area_acres,library_facility,laboratories_facility,sports_facilities,medical_facilities,internet_connectivity,other_facilities,public_transport_information,clubs_and_societies,cultural_events,extracurricular_activities,data_source_url,has_placement_data,data_confidence,is_derived,placement_score,academic_score,affordability_score,infrastructure_score,location_score,student_life_score,confidence_score,data_confidence_tier
NIT-WARANGAL,National Institute of Technology Warangal (NIT Warangal),Autonomous - Institute of National Importance,Institute of National Importance (INI),Private,Telangana,Warangal,Warangal Urban,"Kazipet, Hanamkonda, Warangal, Telangana 506004",17.9836,79.5308,1959.0,Institute of National Importance (INI),B.Tech; M.Tech; MCA; MBA; PhD,Computer Science and Engineering; Electronics & Communication; Electrical and Electronics; Mechanical Engineering; Chemical Engineering; Civil Engineering; Biotechnology,1000,340.0,6200.0,18.2,79.4,9.0,11.8,50.0,572.0,720.0,11.0,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,140.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,64.0,96.0,65.9,98.0,64.0,97.0,100.0,High
NIT-ROURKELA,National Institute of Technology Rourkela (NIT Rourkela),Autonomous - Institute of National Importance,Institute of National Importance (INI),Private,Odisha,Rourkela,Sundargarh,"Sector 1, Rourkela, Odisha 769008",22.2531,84.9011,1961.0,Institute of National Importance (INI),B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electronics and Communication; Electrical Engineering; Mechanical Engineering; Chemical Engineering; Mining Engineering; Metallurgy,1150,370.0,6800.0,18.3,79.0,7.11,10.5,48.0,430.0,544.0,12.5,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,320.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,59.6,96.0,65.9,98.0,55.0,97.0,100.0,High
NIT-CALICUT,National Institute of Technology Calicut (NIT Calicut),Autonomous - Institute of National Importance,Institute of National Importance (INI),Private,Kerala,Kozhikode,Kozhikode,"NIT Campus P.O., Kozhikode, Kerala 673601",11.3216,75.9336,1961.0,Institute of National Importance (INI),B.Tech; B.Arch; M.Tech; PhD,Computer Science and Engineering; Electronics & Communication; Electrical; Mechanical; Chemical; Civil; Biotechnology,1100,320.0,6200.0,19.3,81.0,9.5,11.5,47.0,520.0,642.0,10.0,135000.0,38000.0,173000.0,Available for Boys & Girls,3.0,22.0,NIRF MHRD Disclosures & CSAB Gazette,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,65.4,96.0,65.9,98.0,92.0,97.0,100.0,High
IIIT-HYDERABAD,International Institute of Information Technology Hyderabad (IIIT-H),Deemed to be University,Deemed to be University(Pvt),Private,Telangana,Hyderabad,Rangareddy,"Gachibowli, Hyderabad, Telangana 500032",17.4455,78.3489,1998.0,NAAC A++ / NIRF Top CSE,B.Tech; Dual Degree; M.Tech; PhD,Computer Science and Engineering; Electronics and Communication Engineering; Computer Science and Humanities; Computational Natural Sciences,350,140.0,1900.0,13.5,97.5,30.0,32.0,102.0,320.0,330.0,6.5,360000.0,60000.0,420000.0,Available for Boys & Girls,3.0,0.0,IIIT-H Mandatory Disclosure & NIRF Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,91.6,92.0,20.0,92.0,92.0,83.0,100.0,High
DTU-DELHI,Delhi Technological University (DTU),State Government University (Formerly DCE),State Government University,Government,Delhi,Delhi,North West Delhi,"Shahbad Daulatpur, Main Bawana Road, Delhi 110042",28.7501,77.1177,1941.0,State University / NAAC A / NIRF Top 30,B.Tech; M.Tech; MBA; PhD,Computer Engineering; Information Technology; Software Engineering; Electronics & Communication; Mechanical Engineering; Electrical Engineering; Mathematics and Computing,2400,480.0,12000.0,25.0,88.0,13.0,15.2,105.0,1450.0,1650.0,9.0,210000.0,52000.0,262000.0,Available for Boys & Girls,3.0,0.0,NIRF MHRD Disclosures & DTU Placement Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,74.5,80.0,51.9,92.0,92.0,83.0,100.0,High
COEP-PUNE,COEP Technological University (College of Engineering Pune),Unitary State University (Formerly Autonomous College),State Government University,Government,Maharashtra,Pune,Pune,"Wellesley Road, Shivajinagar, Pune, Maharashtra 411005",18.5293,73.8565,1854.0,State University / NBA Accredited Tier-1,B.Tech; M.Tech; MBA; PhD,Computer Engineering; Electronics & Telecommunication; Mechanical Engineering; Electrical Engineering; Civil Engineering; Metallurgy and Materials; Instrumentation,850,280.0,4200.0,15.0,84.0,9.5,11.2,50.5,680.0,810.0,12.0,135000.0,35000.0,170000.0,Available for Boys & Girls,3.0,0.0,COEP Mandatory Disclosures & NIRF Report,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,67.4,84.0,70.6,92.0,92.0,83.0,100.0,High
RVCE-BENGALURU,RV College of Engineering (RVCE Bengaluru),Autonomous - Affiliated to VTU Belagavi,Private-Self Financing,Private,Karnataka,Bengaluru,Bengaluru Urban,"Mysore Road, RV Vidyanikethan Post, Bengaluru, Karnataka 560059",12.9237,77.4987,1963.0,Autonomous / NAAC A+ / NBA Tier-1,B.E.; M.Tech; MCA; PhD,Computer Science and Engineering; Information Science; Electronics & Communication; Electrical and Electronics; Mechanical Engineering; Aerospace Engineering; Biotechnology,1200,390.0,5500.0,14.1,89.0,10.5,12.2,62.0,920.0,1030.0,8.5,240000.0,95000.0,335000.0,Available for Boys & Girls,3.0,0.0,RVCE Placement Report & NIRF Disclosures,2021,NIRF Ranked Premier / INI,,Mandatory Summer Research & Industrial Internships,Tuition Waiver for eligible categories under Central Sector Scheme & Merit Scholarships,,Central Digital Library & Research Access,Departmental Labs & Research Centers,Sports Complex & Athletic Grounds,Campus Health Centre & Ambulance Access,Campus Wi-Fi & LAN,PCS Accessible Facilities across Campus,City Transit & Campus Access,"Technical, Cultural & Student Societies",Annual Cultural & Technical Festivals,"NSS, NCC, Inter-Collegiate Sports Meets",https://www.nirfindia.org,True,High,False,70.1,74.0,33.0,84.0,92.0,70.0,100.0,High
1-44641214719,TEZPUR UNIVERSITY,"Tezpur University, Tezpur",Central University,Government,Assam,Sonitpur,SONITPUR,"NAPAAM TEZPUR - 784 028 DISTRICT  :  SONITPUR ASSAM, INDIA",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Bio Electronics; Civil Engineering; Computer Science And Engineering; Data Sciences; Design; Electrical Engineering; Electronics And Communications Engineering; Electronics Design And Technology; Energy Technology; Food Engineering And Technology,618,291.0,3475.0,11.9,9.1,2.12,,,3.0,33.0,36.4,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,18.6,89.0,86.0,98.0,68.0,78.0,75.0,High
1-44640228726,PANJAB UNIVERSITY,"Panjab University, Chandigarh",State Government University,Government,Chandigarh,Chandigarh,CHANDIGARH,"UCIM (UNIVERSITY CENTRE FOR INSTRUMENTATION AND MICROELECTRONICS), PANJAB UNIVERSITY, CHANDIGARH.",,,,NIRF Disclosed / AICTE Approved,Post Graduate,Instrumentation Engineering,13,1005.0,15953.0,15.9,0.1,3.6,,,1.0,1120.0,4.4,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,11.7,82.0,86.0,88.0,68.0,78.0,75.0,High
1-44638498929,JAWAHARLAL NEHRU UNIVERSITY,NOT APPLICABLE,Central University,Government,Delhi,South West Delhi,SOUTH WEST DELHI,SCHOOL OF COMPUTER AND SYSTEMS SCIENCES JAWAHARLAL NEHRU UNIVERSITY,,,,NIRF Disclosed / AICTE Approved,Post Graduate,Computer Science & Technology; Data Sciences; Master Of Computer Applications,120,647.0,4272.0,6.6,6.5,6.0,,,20.0,310.0,14.5,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,28.0,89.0,86.0,98.0,68.0,78.0,75.0,High
1-44640144514,DELHI TECHNOLOGICAL UNIVERSITY,NOT APPLICABLE,State Government University,Government,Delhi,North West Delhi,NORTH WEST DELHI,SHAHBAD DAULATPUR BAWANA ROAD,,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence; Bachelor Of Design (B.Des.); Bba; Bioinformatics; Biotechnology; Chemical Engineering; Civil Engineering; Computer Aided Analysis And Design; Computer Science & Engineering; Computer Science And Engineering,4223,823.0,9852.0,12.0,16.9,6.0,,,30.0,178.0,83.1,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,36.4,84.0,86.0,88.0,68.0,78.0,75.0,High
1-44641325535,GURU GOBIND SINGH INDRAPRASTHA UNIVERSITY,NOT APPLICABLE,State Government University,Government,Delhi,South West Delhi,SOUTH WEST DELHI,"SECTOR 16C, DWARKA",,,,NIRF Disclosed / AICTE Approved,Post Graduate,Biotechnology; Chemical Engineering; Computer Science And Engineering; Electronics & Communication Engg; Engineering Physics; Environmental Engineering And Management; Food Processing Technology; Industrial Biotechnology; Information Technology; Master Of Science In Software Engineering,446,221.0,3281.0,14.8,32.5,6.0,,,76.0,234.0,23.9,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,42.2,84.0,86.0,88.0,68.0,78.0,75.0,High
1-44640378024,BIRLA INSTITUTE OF TECHNOLOGY,"Birla Institute of Technology, Ranchi",Deemed to be University(Pvt),Private,Jharkhand,Ranchi,RANCHI,"MESRA, RANCHI - 835215",,,,NIRF Disclosed / AICTE Approved,Diploma; Integrated; Post Graduate; Under Graduate,Aerospace Engineering; Artificial Intelligence And Machine Learning; Automobile Engineering; Bba; Bba/Mba; Bca; Biotechnology; Chemical Engineering; Civil Engineering; Computer Engineering,2592,,,,67.3,7.11,,,442.0,657.0,4.6,,,,Contact College,,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,51.8,80.0,62.0,76.0,68.0,78.0,62.5,High
1-44638542634,JSS ACADEMY OF HIGHER EDUCATION AND RESEARCH,NOT APPLICABLE,Deemed to be University(Pvt),Private,Karnataka,Mysore,MYSORE,"BANNIMANTAP ROAD, SRI SHIVARATHREESHWARA NAGARA, BANNIMANTAP A LAYOUT, BANNIMANTAP, MYSURU, KARNATAKA 570015",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Bba; Mba (Information Technology ); Mba(Hospital Administration); Mba(Pharmacy Administration),780,813.0,5629.0,6.9,62.4,7.56,,,151.0,242.0,37.6,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,59.2,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44637278596,MANIPAL ACADEMY OF HIGHER EDUCATION,NOT APPLICABLE,Deemed to be University(Pvt),Private,Karnataka,Udupi,UDUPI,"MADHAVA NAGAR, MANIPAL",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Bachelor Of Business Administration (Bba); Bachelor Of Design(Fashion Design); Bachelor Of Design(Interior Design); Bachelor Of Hotel Management; Bba; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Big Data Analytics); Computer Science And Engineering (Cloud Computing); Computer Science And Engineering (Embedded Systems),7685,2661.0,23443.0,8.8,25.0,3.0,,,170.0,679.0,71.1,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,26.7,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44639931622,INSTITUTE OF CHEMICAL TECHNOLOGY,NOT APPLICABLE,Deemed to be University(Govt),Government,Maharashtra,Mumbai City,MUMBAI CITY,"NATHALAL PAREKH MARG, MATUNGA",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,"Bioprocess Technology; Chemical Engineering; Dyestuff Technology; Fibres And Textiles Processing Technology; Food Biotechnology; Food Engineering And Technology; Green Technology; Mba (Innovation, Entrepreneurship And Venture  Development (Iev)); Oils, Oleochemicals And Surfactants Technology; Perfumery And Flavour Technology",504,168.0,1853.0,11.0,39.1,6.0,,,95.0,243.0,33.3,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,45.3,84.0,86.0,88.0,68.0,78.0,75.0,High
1-44643712786,SVKM'S NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES,NOT APPLICABLE,State Private University,Private,Maharashtra,Dhule,DHULE,"BABHULDE, BANK OF TAPI RIVER, MUMBAI AGRA ROAD",,,,NIRF Disclosed / AICTE Approved,Diploma; Integrated; Under Graduate,Artificial Intelligence And Machine Learning; Computer Engineering; Computer Science; Computer Science And Engineering (Data Science); Information Technology; Mba Pharma Tech; Mba Tech Computer Engineering; Textile Technology,720,574.0,6817.0,11.9,18.0,4.1,,,97.0,539.0,6.9,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,22.2,66.0,62.0,88.0,68.0,78.0,75.0,High
1-44638401484,SIKSHA 'O' ANUSANDHAN,NOT APPLICABLE,Deemed to be University(Pvt),Private,Odisha,Khordha,KHORDHA,"KHANDAGIRI, BHUBANESWAR",,,,NIRF Disclosed / AICTE Approved,Integrated; Post Graduate; Under Graduate,Bba; Bca; Civil Engineering; Computer Science & Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Computer Science And Engineering (Cyber Security); Computer Science And Engineering (Data Science); Computer Science And Engineering (Internet Of Things); Computer Science And Information Technology,4440,1393.0,12912.0,9.3,75.6,3.5,,,0.0,0.0,,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,44.0,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44638167650,PONDICHERRY UNIVERSITY,NOT APPLICABLE,Central University,Government,Puducherry,Puducherry,PUDUCHERRY,"DR. B.R. AMBEDKAR BUILDING, R.V. NAGAR, KALAPET",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Bba; Bca; Civil Engineering (Environmental And Pollution Control); Computational Biology; Computer Applications; Computer Networks And Information Security; Computer Science & Engineering; Computer Science And Business Systems; Computer Science And Engineering; Electronics And Communication Engineering,902,339.0,6011.0,17.7,55.1,2.4,,,113.0,205.0,28.3,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,37.0,87.0,86.0,98.0,68.0,78.0,75.0,High
1-44638926274,THAPAR INSTITUTE OF ENGINEERING AND TECHNOLOGY DEEMED TO BE UNIVERSITY,NOT APPLICABLE,Deemed to be University(Pvt),Private,Punjab,Patiala,PATIALA,THAPAR TECHNOLOGY CAMPUS BHADSON ROAD,,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence; Artificial Intelligence And Data Science; Bba; Biomedical Engineering; Biotechnology; Chemical Engineering; Civil Engineering; Civil Engineering With Computer Application; Computer Engineering; Computer Science & Engineering,3720,,,,73.0,6.2,,,901.0,1234.0,4.5,,,,Contact College,,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,51.3,80.0,62.0,76.0,68.0,78.0,62.5,High
1-44638177879,ANNA UNIVERSITY,NOT APPLICABLE,State Government University,Government,Tamil Nadu,Chennai,CHENNAI,SARDAR PATEL ROAD CHENNAI-25 TAMIL NADU,,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Aeronautical Engineering; Aerospace Technology; Apparel Technology; Applied Electronics; Artificial Intelligence (Ai)  And Data Science; Automobile Engineering; Avionics; Biomedical Engineering; Biopharmaceutical Technology; Biotechnology,6291,1024.0,15149.0,14.8,49.9,5.5,,,1128.0,2260.0,6.9,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,40.6,84.0,86.0,88.0,68.0,78.0,75.0,High
1-44638184908,SRM INSTITUTE OF SCIENCE AND TECHNOLOGY,NOT APPLICABLE,Deemed to be University(Pvt),Private,Tamil Nadu,Kanchipuram,KANCHIPURAM,KATTANKULATHUR,,,,NIRF Disclosed / AICTE Approved,Integrated; Post Graduate; Under Graduate,Aero Space Engineering; Aerospace Engineering; Artificial Intelligence; Artificial Intelligence And Data Science; Automation And Robotics; Automobile Engineering; Automobile Engineering With Specialisation In Automotive Electronics; Automobile Engineering With Specialisation In Vehicle Testing; Automotive Engineering; Automotive Hybrid Systems Engineering,21607,3350.0,48995.0,14.6,21.8,2.5,,,550.0,2526.0,6.3,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,16.2,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44638278733,PERIYAR UNIVERSITY,NOT APPLICABLE,State Government University,Government,Tamil Nadu,Salem,SALEM,"PERIYAR PALKALAI NAGAR, SALEM-636011",,,,NIRF Disclosed / AICTE Approved,Post Graduate,Master Of Computer Applications,30,,,,22.2,0.96,,,6.0,27.0,66.7,,,,Contact College,,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,23.9,80.0,86.0,76.0,68.0,78.0,62.5,High
1-44638851661,SAVEETHA INSTITUTE OF MEDICAL AND TECHNICAL SCIENCES,NOT APPLICABLE,Deemed to be University(Pvt),Private,Tamil Nadu,Kanchipuram,KANCHIPURAM,"SAVEETHA NAGAR, SRIPERUMBUDUR TALUK, CHENNAI, TAMILNADU-602105",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Artificial Intelligence And Data Science; Artificial Intelligence And Machine Learning; Bba; Bca; Bioinformatics; Biomaterial Science And Engineering; Biomedical Engineering; Biotechnology; Civil Engineering; Computer Science & Engineering,3210,876.0,9797.0,11.2,92.5,3.96,,,1287.0,1392.0,5.3,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,50.8,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44639321669,VELLORE INSTITUTE OF TECHNOLOGY,NOT APPLICABLE,Deemed to be University(Pvt),Private,Tamil Nadu,Vellore,VELLORE,"KATPADI THIRUVALAM ROAD, VELLORE",,,,NIRF Disclosed / AICTE Approved,Integrated; Post Graduate; Under Graduate,Applied Computational Fluid Dynamics; Artificial Intelligence And Machine Learning; Automotive Electronics; Bba; Bca; Biomedical Engineering; Biotechnology; Cad/Cam; Chemical Engineering; Civil Engineering,16508,2129.0,36502.0,17.1,18.9,3.83,,,103.0,544.0,70.4,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,28.6,82.0,62.0,88.0,68.0,78.0,75.0,High
1-44641691280,TAMILNADU AGRICULTURAL UNIVERSITY,"Tamil Nadu Agricultural University, Coimbatore",Government,Government,Tamil Nadu,Coimbatore,COIMBATORE,"DEPT OF AGRICULTURAL AND RURAL MANAGEMENT TAMILNADU AGRICULTURAL UNIVERSITY, COIMBATORE - 641003",,,,NIRF Disclosed / AICTE Approved,Post Graduate,Mba(Agribusiness Management),30,,,,19.4,3.1,,,174.0,898.0,26.2,,,,Contact College,,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,25.0,76.0,86.0,68.0,68.0,72.0,62.5,High
1-44643228273,SATHYABAMA INSTITUTE OF SCIENCE AND TECHNOLOGY,NOT APPLICABLE,Deemed to be University(Pvt),Private,Tamil Nadu,Kanchipuram,KANCHIPURAM,"JEPPIAAR NAGAR, RAJIV GANDHI SALAI",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Aeronautical Engineering; Applied Electronics; Artificial Intelligence And Data Science; Bba; Bca; Biomedical Engineering; Biotechnology; Chemical Engineering; Civil Engineering; Computer Aided Design,7380,1055.0,11939.0,11.3,78.6,3.52,,,184.0,234.0,20.1,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,49.0,84.0,62.0,88.0,68.0,78.0,75.0,High
1-44642483086,PSG COLLEGE OF TECHNOLOGY,"Anna University, Chennai",Govt aided,Government,Tamil Nadu,Coimbatore,COIMBATORE,AVINASHI ROAD PEELAMEDU,,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Automobile Engineering; Automotive Engineering; Bio Metrics & Cyber Security; Biomedical Engineering; Biotechnology; Civil Engineering; Computer Science And Engineering; Computer Science And Engineering (Artificial Intelligence And Machine Learning); Control Systems; Electrical And Electronics Engineering,2034,596.0,8235.0,13.8,69.2,2.52,,,54.0,78.0,6.4,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,35.2,66.0,86.0,80.0,68.0,65.0,75.0,High
1-44643142475,JADAVPUR UNIVERSITY,NOT APPLICABLE,State Government University,Government,West Bengal,Kolkata,KOLKATA,"MAIN CAMPUS:  188, RAJA S. C. MALLIK ROAD, JADAVPUR, KOLKATA - 700032 SECOND CAMPUS:  PL - 8, BL - LB, SECTOR - III, SALT LAKE, KOLKATA - 700098",,,,NIRF Disclosed / AICTE Approved,Post Graduate; Under Graduate,Automobile Engineering; Biomedical Engineering; Bioprocess Engineering; Chemical Engineering; Civil Engineering; Computer Science & Engineering; Computer Technology; Construction Engineering; Control System Engineering; Distributed And Mobile Computing,2071,639.0,10985.0,17.2,24.1,5.8,,,205.0,852.0,75.8,,,,Contact College,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,38.6,82.0,86.0,88.0,68.0,78.0,75.0,High
NIRF-INDIANINSTITUTEOFENGINEE,Indian Institute of Engineering Science and Technology,Indian Institute of Engineering Science and Technology,Central University,Government,National,Headquarters,Headquarters,"Indian Institute of Engineering Science and Technology, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,566,263.0,3397.0,12.9,70.6,7.0,,,381.0,540.0,10.4,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,55.1,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-JAMIAMILLIAISLAMIA,Jamia Millia Islamia,Jamia Millia Islamia,Central University,Government,National,Headquarters,Headquarters,"Jamia Millia Islamia, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,983,742.0,8623.0,11.6,22.7,4.2,,,223.0,983.0,77.3,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,31.8,98.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-NATIONALINSTITUTEOFTECHN,National Institute of Technology Durgapur,National Institute of Technology Durgapur,Central University,Government,National,Headquarters,Headquarters,"National Institute of Technology Durgapur, Headquarters, National",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,768,237.0,3611.0,15.2,68.3,7.97,,,453.0,663.0,22.6,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,61.7,96.0,86.0,98.0,68.0,83.0,75.0,High
NIRF-MYSOREUNIVERSITY,Mysore University,Mysore University,State Government University,Government,Karnataka,Mysuru,Mysuru,"Mysore University, Mysuru, Karnataka",,,,NIRF Disclosed / Ministry of Education,B.Tech; M.Tech; PhD,Computer Science; Mechanical; Civil; Electrical; Electronics,38,451.0,6165.0,13.7,72.2,3.6,,,26.0,36.0,22.2,,,,Available for Boys & Girls,3.0,,NIRF MHRD Disclosures,2021,,,,,,,,,,,,,,,,https://www.nirfindia.org,True,High,False,47.7,98.0,86.0,92.0,68.0,83.0,75.0,High
